"TRIAL","ROW","P","CI95","M","NOTE","KIND"
"T","V01","0.1243","0 to 0.25","1e+05","attainable floor","variable"
NA,"V02","0.1234","0 to 0.25","1e+05","attainable floor","variable"
NA,"V03","0.7664","0.65 to 0.88","1e+05","","variable"
NA,"V04","0.1236","0 to 0.25","1e+05","attainable floor","variable"
NA,"V05","0.1239","0 to 0.25","1e+05","attainable floor","variable"
NA,"Summary","0.008575","",NA,"","summary"
NA,NA,NA,NA,NA,NA,NA
