"TRIAL","ROW","P","CI95","M","NOTE","KIND"
"T","V01","0.1829","0 to 0.38","10000","attainable floor","variable"
NA,"V02","0.181","0 to 0.37","10000","attainable floor","variable"
NA,"V03","0.8782","0.8 to 0.95","10000","","variable"
NA,"V04","0.1843","0 to 0.38","10000","attainable floor","variable"
NA,"V05","0.1794","0 to 0.37","10000","attainable floor","variable"
NA,"V06","0.18","0 to 0.37","10000","attainable floor","variable"
NA,"Summary","0.01885","",NA,"","summary"
NA,NA,NA,NA,NA,NA,NA
