"TRIAL","ROW","P","CI95","M","NOTE","KIND"
"T","V01","0.1342","0 to 0.28","10000","attainable floor","variable"
NA,"V02","0.1366","0 to 0.28","10000","attainable floor","variable"
NA,"V03","0.8109","0.69 to 0.93","10000","","variable"
NA,"V04","0.1362","0 to 0.28","10000","attainable floor","variable"
NA,"V05","0.1358","0 to 0.28","10000","attainable floor","variable"
NA,"Summary","0.01755","",NA,"","summary"
NA,NA,NA,NA,NA,NA,NA
