"TRIAL","ROW","P","CI95","M","NOTE","KIND"
"T","V01","0.1854","0 to 0.38","10000","attainable floor","variable"
NA,"V02","0.1814","0 to 0.37","10000","attainable floor","variable"
NA,"V03","0.8761","0.8 to 0.95","10000","","variable"
NA,"V04","0.1838","0 to 0.38","10000","attainable floor","variable"
NA,"V05","0.1822","0 to 0.37","10000","attainable floor","variable"
NA,"Summary","0.04315","",NA,"","summary"
NA,NA,NA,NA,NA,NA,NA
