"statistic","probability"
7.61904761905,0.0166666666666667
7.61904761905,0.0166666666666667
6.03174603175,0.05
1.26984126984,0.2
6.03174603175,0.05
1.26984126984,0.25
1.26984126984,0.25
2.85714285714,0.166666666666667
