"TRIAL","ROW","P","CI95","M","NOTE","KIND"
"Audit","V01","0.8375","0.64 to 1","1000","","variable"
NA,"V02","0.3265","0 to 0.68","1000","attainable floor","variable"
NA,"V03","0.328","0 to 0.69","1000","attainable floor","variable"
NA,"V04","0.3215","0 to 0.67","1000","attainable floor","variable"
NA,"V05","0.327","0 to 0.68","1000","attainable floor","variable"
NA,"Summary","0.278","",NA,"","summary"
NA,NA,NA,NA,NA,NA,NA
