"commit","trials","overallP","trial_p","displayed_trial_CI","actual_M"
"7fd654589ddbbaa5bf03e96aad2aecbca9576bb7",2,0.07139,"0.1405;0.16","0.11 to 0.18;0.12 to 0.2","1000"
